"latitude","longitude","room_type","price","guests_included","minimum_nights","review_scores_rating","cancellation_policy","host_is_superhost","number_of_reviews","number_of_reviews_ltm","bathrooms","bedrooms","beds","bed_type","has_reviews"
30.23408,-97.71505,"Entire home/apt",80,3,2,95,"flexible","t",20,20,1,1,2,"Real Bed",TRUE
30.17797,-97.93624,"Entire home/apt",99,2,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.25589,-97.72621,"Entire home/apt",179,5,2,98,"moderate","t",11,11,2,4,3,"Real Bed",TRUE
30.2556,-97.74669,"Entire home/apt",120,1,2,96,"flexible","f",19,19,1,0,2,"Real Bed",TRUE
30.29927,-97.7345,"Private room",100,2,1,97,"strict_14_with_grace_period","t",18,18,1,1,3,"Real Bed",TRUE
30.18053,-97.77054,"Private room",130,1,1,70,"flexible","f",2,2,1,0,1,"Real Bed",TRUE
30.25086,-97.73978,"Private room",40,1,1,84,"moderate","f",14,14,1,1,1,"Real Bed",TRUE
30.41237,-97.68082,"Entire home/apt",139,1,2,100,"moderate","f",3,3,2,2,3,"Real Bed",TRUE
30.48189,-97.7907,"Entire home/apt",185,1,4,99,"strict_14_with_grace_period","t",19,19,2.5,3,3,"Real Bed",TRUE
30.3008,-97.71069,"Entire home/apt",100,2,2,97,"strict_14_with_grace_period","t",30,30,1,1,2,"Real Bed",TRUE
30.33791,-97.64699,"Private room",150,1,1,96.176,"flexible","t",0,0,1,1,1,"Real Bed",FALSE
30.30806,-97.69733,"Entire home/apt",150,1,2,93,"strict_14_with_grace_period","f",11,11,1,3,3,"Real Bed",TRUE
30.22893,-97.76327,"Entire home/apt",70,1,2,93,"moderate","f",4,4,1,1,1,"Real Bed",TRUE
30.26164,-97.72066,"Entire home/apt",225,1,2,100,"moderate","f",5,5,2,2,2,"Real Bed",TRUE
30.3029,-97.93285,"Private room",57,1,1,98,"flexible","f",16,16,1,1,1,"Real Bed",TRUE
30.23737,-97.7315,"Shared room",100,1,1,100,"flexible","f",1,1,1,1,2,"Real Bed",TRUE
30.27959,-97.63093,"Private room",50,1,1,98,"strict_14_with_grace_period","t",13,13,1,1,1,"Real Bed",TRUE
30.27934,-97.71142,"Private room",40,1,1,96,"flexible","f",28,28,1,1,1,"Real Bed",TRUE
30.34074,-97.71764,"Entire home/apt",270,1,1,98,"flexible","f",10,10,1,1,2,"Real Bed",TRUE
30.25049,-97.73857,"Entire home/apt",189,1,1,100,"flexible","f",2,2,1,1,1,"Real Bed",TRUE
30.24526,-97.77755,"Entire home/apt",500,1,2,96.176,"flexible","f",0,0,1,1,2,"Real Bed",FALSE
30.23171,-97.73037,"Entire home/apt",150,3,3,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.27422,-97.71785,"Entire home/apt",230,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.21208,-97.76766,"Private room",70,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.19956,-97.77355,"Entire home/apt",200,1,1,100,"flexible","f",3,3,1,1,1,"Real Bed",TRUE
30.22057,-97.78853,"Entire home/apt",250,1,2,90,"flexible","f",3,3,2,3,5,"Real Bed",TRUE
30.20202,-97.83252,"Private room",55,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.31829,-97.7113,"Entire home/apt",100,4,2,87,"flexible","f",3,3,2,2,2,"Real Bed",TRUE
30.20941,-97.85008,"Private room",50,1,1,100,"moderate","t",22,22,1,1,1,"Real Bed",TRUE
30.2655,-97.76192,"Private room",65,1,2,97,"moderate","t",15,15,1,1,1,"Real Bed",TRUE
30.25067,-97.73828,"Private room",99,1,2,74,"flexible","f",7,7,1,1,1,"Real Bed",TRUE
30.44376,-97.69521,"Entire home/apt",150,1,2,85,"flexible","f",4,4,1,1,1,"Real Bed",TRUE
30.29947,-97.70191,"Private room",65,1,2,92,"flexible","t",5,5,1.5,1,1,"Real Bed",TRUE
30.28901,-97.74601,"Private room",120,3,1,100,"strict_14_with_grace_period","f",8,8,1,1,1,"Real Bed",TRUE
30.24707,-97.74443,"Entire home/apt",199,1,2,97,"flexible","f",6,6,1,1,2,"Real Bed",TRUE
30.32818,-97.69812,"Entire home/apt",99,1,2,100,"strict_14_with_grace_period","f",3,3,1.5,1,1,"Real Bed",TRUE
30.2756,-97.70316,"Entire home/apt",400,1,1,96.176,"flexible","f",0,0,2,0,4,"Real Bed",FALSE
30.24427,-97.77306,"Entire home/apt",100,2,1,96.176,"strict_14_with_grace_period","f",1,1,1,1,1,"Real Bed",FALSE
30.2691,-97.73665,"Entire home/apt",130,1,1,92,"moderate","f",30,30,1.5,1,2,"Real Bed",TRUE
30.42575,-97.76345,"Private room",60,1,1,100,"flexible","f",2,2,1,1,1,"Real Bed",TRUE
30.24931,-97.73789,"Private room",49,1,1,92,"moderate","f",31,31,1,1,1,"Real Bed",TRUE
30.24956,-97.73881,"Private room",40,1,2,89,"moderate","f",15,15,1,1,1,"Real Bed",TRUE
30.31788,-97.71143,"Entire home/apt",225,4,1,96,"strict_14_with_grace_period","t",17,17,1,1,1,"Real Bed",TRUE
30.23499,-97.73319,"Entire home/apt",218,4,1,88,"strict_14_with_grace_period","f",5,5,4,4,10,"Real Bed",TRUE
30.21331,-97.8058,"Private room",55,1,1,100,"flexible","t",17,17,1.5,1,1,"Real Bed",TRUE
30.31328,-97.7089,"Entire home/apt",150,5,2,96,"flexible","t",10,10,1,2,2,"Real Bed",TRUE
30.2307,-97.71459,"Shared room",25,1,1,95,"moderate","f",48,48,0.5,1,1,"Real Bed",TRUE
30.20281,-97.82442,"Entire home/apt",300,1,2,100,"flexible","f",1,1,2.5,3,3,"Real Bed",TRUE
30.31536,-97.74422,"Private room",150,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.22863,-97.6591,"Entire home/apt",100,2,1,97,"moderate","f",7,7,1,1,1,"Real Bed",TRUE
30.24207,-97.74708,"Entire home/apt",170,1,2,99,"strict_14_with_grace_period","t",25,25,1,1,1,"Real Bed",TRUE
30.25901,-97.76784,"Entire home/apt",115,1,2,100,"strict_14_with_grace_period","t",10,10,1,1,1,"Real Bed",TRUE
30.20741,-97.83546,"Private room",200,1,1,96.176,"flexible","f",0,0,1,1,2,"Real Bed",FALSE
30.28432,-97.74381,"Entire home/apt",89,2,1,97,"strict_14_with_grace_period","t",51,51,1.5,1,1,"Real Bed",TRUE
30.22123,-97.69818,"Shared room",60,1,1,96.176,"flexible","f",0,0,1,1,6,"Real Bed",FALSE
30.26647,-97.78469,"Entire home/apt",225,1,3,100,"flexible","f",2,2,1,1,1,"Real Bed",TRUE
30.25853,-97.7858,"Entire home/apt",189,2,1,89,"moderate","f",9,9,1,1,1,"Real Bed",TRUE
30.23495,-97.91651,"Private room",135,2,1,100,"flexible","f",1,1,1,1,2,"Real Bed",TRUE
30.23006,-97.77213,"Private room",225,1,1,100,"strict_14_with_grace_period","f",1,1,1,0,1,"Real Bed",TRUE
30.32716,-97.75637,"Shared room",50,1,2,96.176,"flexible","f",0,0,2,1,4,"Real Bed",FALSE
30.27791,-97.71857,"Private room",102,1,1,91,"strict_14_with_grace_period","f",49,49,1,1,1,"Real Bed",TRUE
30.30236,-97.72948,"Private room",65,1,1,98,"moderate","f",17,17,1,1,1,"Real Bed",TRUE
30.35089,-97.71882,"Entire home/apt",110,1,2,98,"flexible","t",11,11,1,1,1,"Real Bed",TRUE
30.26342,-97.71809,"Entire home/apt",250,1,2,100,"moderate","f",4,4,3,2,3,"Real Bed",TRUE
30.23817,-97.76706,"Entire home/apt",199,1,2,100,"flexible","t",11,11,1,1,2,"Real Bed",TRUE
30.26731,-97.71786,"Private room",77,1,1,90,"moderate","f",4,4,1,1,1,"Real Bed",TRUE
30.14652,-97.77117,"Entire home/apt",180,1,2,96.176,"flexible","f",1,1,2,2,2,"Real Bed",FALSE
30.23094,-97.72725,"Private room",85,1,1,96.176,"flexible","f",0,0,1,0,1,"Real Bed",FALSE
30.23523,-97.7907,"Entire home/apt",150,1,1,98,"moderate","t",23,23,1,1,1,"Real Bed",TRUE
30.25936,-97.72448,"Entire home/apt",125,4,2,80,"super_strict_30","f",1,1,1,0,2,"Real Bed",TRUE
30.25983,-97.72342,"Entire home/apt",125,4,2,100,"super_strict_30","f",1,1,1,0,2,"Real Bed",TRUE
30.20617,-97.82932,"Entire home/apt",100,4,1,99,"flexible","t",21,21,2,3,3,"Real Bed",TRUE
30.23888,-97.73172,"Entire home/apt",200,1,2,90,"strict_14_with_grace_period","f",6,6,1,1,1,"Real Bed",TRUE
30.26482,-97.74104,"Entire home/apt",200,1,1,96,"strict_14_with_grace_period","t",43,43,1,1,2,"Real Bed",TRUE
30.28394,-97.71721,"Entire home/apt",99,6,1,94,"strict_14_with_grace_period","f",59,59,1,2,6,"Real Bed",TRUE
30.27963,-97.71676,"Private room",41,1,1,95,"strict_14_with_grace_period","f",46,46,1,1,1,"Real Bed",TRUE
30.28294,-97.7473,"Private room",28,1,10,100,"flexible","t",2,2,1,1,1,"Real Bed",TRUE
30.22168,-97.96987,"Private room",95,1,1,100,"flexible","f",3,3,1.5,1,1,"Real Bed",TRUE
30.24953,-97.73826,"Private room",40,1,1,89,"moderate","f",30,30,1,1,1,"Real Bed",TRUE
30.25007,-97.73929,"Private room",30,1,1,78,"moderate","f",18,18,1,1,1,"Real Bed",TRUE
30.26142,-97.72489,"Entire home/apt",120,1,2,99,"moderate","t",44,44,1,0,1,"Real Bed",TRUE
30.24927,-97.74527,"Entire home/apt",135,2,2,100,"moderate","t",27,27,2,1,2,"Real Bed",TRUE
30.23634,-97.78483,"Entire home/apt",85,1,1,80,"moderate","f",3,3,1,2,1,"Real Bed",TRUE
30.27982,-97.71998,"Entire home/apt",499,1,2,100,"flexible","t",2,2,1.5,2,2,"Real Bed",TRUE
30.24614,-97.74229,"Entire home/apt",200,2,2,100,"moderate","t",31,31,1,1,1,"Real Bed",TRUE
30.39952,-97.70629,"Entire home/apt",99,2,7,96.176,"flexible","f",1,1,1,1,1,"Real Bed",FALSE
30.31893,-97.7547,"Entire home/apt",100,1,3,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.26795,-97.7215,"Entire home/apt",200,4,2,100,"moderate","f",1,1,1,2,2,"Real Bed",TRUE
30.29698,-97.73895,"Entire home/apt",65,2,2,95,"moderate","t",16,16,1,1,1,"Real Bed",TRUE
30.28013,-97.75511,"Entire home/apt",150,1,1,98,"flexible","t",9,9,2,2,2,"Real Bed",TRUE
30.27311,-97.75775,"Entire home/apt",134,1,2,96,"strict_14_with_grace_period","t",29,29,2,3,3,"Real Bed",TRUE
30.24056,-97.73863,"Private room",40,1,2,100,"moderate","f",5,5,1,1,1,"Real Bed",TRUE
30.25504,-97.74665,"Entire home/apt",160,2,1,92,"moderate","f",92,92,1,2,2,"Real Bed",TRUE
30.28104,-97.75865,"Private room",125,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.27588,-97.68681,"Entire home/apt",250,1,2,96.176,"flexible","f",0,0,2.5,2,2,"Real Bed",FALSE
30.24571,-97.78022,"Private room",100,2,1,95,"flexible","t",8,8,1,1,1,"Real Bed",TRUE
30.29165,-97.74671,"Entire home/apt",179,8,1,93,"strict_14_with_grace_period","f",42,42,2,2,12,"Real Bed",TRUE
30.29109,-97.74517,"Entire home/apt",199,8,2,92,"strict_14_with_grace_period","f",22,22,2,2,12,"Real Bed",TRUE
30.29025,-97.74717,"Entire home/apt",199,8,1,91,"strict_14_with_grace_period","f",27,27,2,2,12,"Real Bed",TRUE
30.24249,-97.76719,"Entire home/apt",250,1,2,92,"flexible","f",5,5,2,3,4,"Real Bed",TRUE
30.3625,-97.71424,"Private room",45,2,1,100,"flexible","f",1,1,1,1,1,"Real Bed",TRUE
30.25603,-97.76073,"Entire home/apt",250,1,1,96,"strict_14_with_grace_period","t",32,32,1,1,1,"Real Bed",TRUE
30.25866,-97.77379,"Entire home/apt",99,1,3,94,"strict_14_with_grace_period","t",26,26,1,1,1,"Real Bed",TRUE
30.29888,-97.68866,"Entire home/apt",65,1,1,97,"flexible","t",39,39,1.5,2,3,"Real Bed",TRUE
30.22118,-97.78232,"Entire home/apt",300,1,2,96.176,"flexible","f",0,0,1,2,2,"Real Bed",FALSE
30.26251,-97.73324,"Entire home/apt",215,2,2,99,"moderate","t",22,22,1,2,2,"Real Bed",TRUE
30.42327,-97.94454,"Entire home/apt",111,2,1,96.176,"strict_14_with_grace_period","f",0,0,2,2,6,"Real Bed",FALSE
30.34763,-97.73727,"Entire home/apt",75,1,2,100,"moderate","t",17,17,1,1,1,"Real Bed",TRUE
30.23657,-97.80589,"Entire home/apt",40,1,1,100,"flexible","f",1,1,1,1,1,"Real Bed",TRUE
30.24535,-97.77294,"Entire home/apt",150,1,2,88,"strict_14_with_grace_period","f",23,23,2,3,3,"Real Bed",TRUE
30.33539,-97.6976,"Entire home/apt",150,1,2,100,"flexible","f",1,1,1,1,1,"Real Bed",TRUE
30.29338,-97.72641,"Entire home/apt",149,3,1,96,"moderate","t",64,64,1,1,2,"Real Bed",TRUE
30.25154,-97.72365,"Entire home/apt",123,1,1,100,"flexible","f",9,9,1,1,1,"Real Bed",TRUE
30.27492,-97.71616,"Entire home/apt",327,12,2,89,"super_strict_30","t",11,11,3,5,5,"Real Bed",TRUE
30.27014,-97.70031,"Entire home/apt",72,1,2,98,"flexible","f",13,13,2,3,3,"Real Bed",TRUE
30.392,-97.64387,"Private room",79,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.23853,-97.85226,"Entire home/apt",500,1,3,96.176,"flexible","f",0,0,3.5,4,4,"Real Bed",FALSE
30.28079,-97.7556,"Entire home/apt",150,1,1,96,"strict_14_with_grace_period","t",46,46,1,2,2,"Real Bed",TRUE
30.24849,-97.74845,"Entire home/apt",96,4,1,97,"flexible","t",108,108,1,2,2,"Real Bed",TRUE
30.24884,-97.75381,"Entire home/apt",121,6,2,90,"super_strict_30","f",6,6,1.5,2,2,"Real Bed",TRUE
30.26041,-97.73826,"Entire home/apt",225,1,1,100,"moderate","f",12,12,1,0,1,"Real Bed",TRUE
30.23869,-97.57977,"Entire home/apt",125,6,2,96,"strict_14_with_grace_period","f",20,20,2,3,4,"Real Bed",TRUE
30.27886,-97.71024,"Entire home/apt",250,4,2,100,"moderate","f",3,3,2,2,2,"Real Bed",TRUE
30.23784,-97.78856,"Entire home/apt",75,3,2,96.176,"flexible","f",0,0,2,1,1,"Real Bed",FALSE
30.40005,-97.84418,"Private room",120,1,1,90,"flexible","f",2,2,1,1,1,"Real Bed",TRUE
30.36386,-97.73731,"Private room",35,1,1,100,"strict_14_with_grace_period","f",3,3,1,1,2,"Real Bed",TRUE
30.25279,-97.72161,"Private room",65,2,1,99,"flexible","t",75,75,1,1,2,"Real Bed",TRUE
30.28244,-97.7055,"Entire home/apt",125,4,2,100,"flexible","t",12,12,1,2,3,"Real Bed",TRUE
30.2903,-97.71732,"Entire home/apt",175,1,1,99,"moderate","t",37,37,1,2,3,"Real Bed",TRUE
30.27994,-97.68404,"Entire home/apt",145,6,2,98,"moderate","t",26,26,2.5,3,4,"Real Bed",TRUE
30.21893,-97.7684,"Entire home/apt",100,3,2,96.176,"flexible","f",0,0,2,2,3,"Real Bed",FALSE
30.3057,-97.67869,"Entire home/apt",150,2,1,93,"moderate","f",3,3,1.5,2,3,"Real Bed",TRUE
30.26185,-97.70587,"Entire home/apt",70,1,1,100,"strict_14_with_grace_period","f",8,8,1,1,1,"Real Bed",TRUE
30.23841,-97.74654,"Entire home/apt",61,1,2,100,"moderate","t",43,43,1,1,1,"Real Bed",TRUE
30.28136,-97.69606,"Entire home/apt",150,1,1,100,"flexible","t",9,9,1,1,3,"Real Bed",TRUE
30.27112,-97.74702,"Entire home/apt",159,1,3,100,"strict_14_with_grace_period","t",1,1,1,0,2,"Real Bed",TRUE
30.2314,-97.76093,"Entire home/apt",104,4,2,87,"strict_14_with_grace_period","f",7,7,1,2,3,"Real Bed",TRUE
30.35336,-97.73621,"Private room",85,2,1,100,"flexible","f",3,3,1,1,1,"Real Bed",TRUE
30.24679,-97.77433,"Entire home/apt",282,6,2,96.176,"strict_14_with_grace_period","t",0,0,2.5,3,3,"Real Bed",FALSE
30.30705,-97.67461,"Entire home/apt",94,4,1,99,"moderate","t",19,19,1.5,2,3,"Real Bed",TRUE
30.2508,-97.74779,"Entire home/apt",175,4,2,91,"flexible","f",24,24,2,2,3,"Real Bed",TRUE
30.40851,-97.70116,"Entire home/apt",150,1,1,100,"flexible","f",2,2,1,1,1,"Real Bed",TRUE
30.28621,-97.64542,"Private room",30,1,1,100,"moderate","f",2,2,1,1,1,"Real Bed",TRUE
30.27058,-97.74724,"Private room",220,1,4,96.176,"strict_14_with_grace_period","t",0,0,1,1,1,"Real Bed",FALSE
30.27151,-97.82113,"Entire home/apt",250,4,2,98,"moderate","t",18,18,1,1,1,"Real Bed",TRUE
30.25275,-97.71428,"Entire home/apt",327,10,2,98,"strict_14_with_grace_period","t",8,8,3,5,5,"Real Bed",TRUE
30.2287,-97.65978,"Entire home/apt",100,2,1,100,"moderate","f",6,6,1,1,1,"Real Bed",TRUE
30.35133,-97.99859,"Entire home/apt",423,8,2,90,"strict_14_with_grace_period","f",4,4,4,4,4,"Real Bed",TRUE
30.21511,-97.78445,"Entire home/apt",80,3,2,100,"moderate","t",23,23,1,0,2,"Real Bed",TRUE
30.35212,-97.9984,"Entire home/apt",423,8,2,67,"strict_14_with_grace_period","f",3,3,4,4,5,"Real Bed",TRUE
30.28191,-97.75793,"Entire home/apt",175,1,1,97,"strict_14_with_grace_period","t",37,37,2,3,3,"Real Bed",TRUE
30.22989,-97.7771,"Private room",50,1,1,80,"moderate","f",3,3,1,1,1,"Real Bed",TRUE
30.26959,-97.74883,"Entire home/apt",225,1,2,100,"moderate","f",3,3,1,1,1,"Real Bed",TRUE
30.29089,-97.74498,"Entire home/apt",299,1,2,96,"strict_14_with_grace_period","f",15,15,4,4,24,"Real Bed",TRUE
30.2327,-97.93344,"Entire home/apt",49,1,2,100,"flexible","f",2,2,1,1,1,"Real Bed",TRUE
30.23365,-97.7525,"Entire home/apt",250,1,3,98,"strict_14_with_grace_period","t",25,25,2,3,4,"Real Bed",TRUE
30.31899,-97.72952,"Entire home/apt",200,1,1,95,"flexible","f",32,32,2,4,8,"Real Bed",TRUE
30.40847,-97.70179,"Entire home/apt",75,2,2,91,"strict_14_with_grace_period","f",20,20,1,1,1,"Real Bed",TRUE
30.42693,-97.85894,"Entire home/apt",430,7,2,90,"super_strict_30","f",2,2,3,4,4,"Real Bed",TRUE
30.26096,-97.71493,"Shared room",30,1,1,100,"moderate","t",4,4,4.5,1,8,"Real Bed",TRUE
30.26335,-97.71418,"Shared room",29,1,1,100,"moderate","t",5,5,4.5,1,8,"Real Bed",TRUE
30.25943,-97.73422,"Entire home/apt",119,3,1,99,"moderate","t",41,41,1,2,3,"Real Bed",TRUE
30.24283,-97.72779,"Private room",85,1,1,100,"flexible","f",2,2,1,1,1,"Real Bed",TRUE
30.25766,-97.73054,"Private room",50,2,1,92,"moderate","f",52,52,1,1,1,"Real Bed",TRUE
30.26123,-97.71654,"Shared room",26,1,1,98,"moderate","t",8,8,4.5,1,8,"Real Bed",TRUE
30.26529,-97.7334,"Entire home/apt",500,6,1,96,"strict_14_with_grace_period","t",5,5,4,4,9,"Real Bed",TRUE
30.29816,-97.69881,"Entire home/apt",250,8,2,99,"moderate","t",22,22,2.5,3,3,"Real Bed",TRUE
30.31794,-97.71797,"Entire home/apt",128,1,7,96.176,"flexible","f",0,0,2,4,2,"Real Bed",FALSE
30.35699,-97.71946,"Entire home/apt",400,4,2,100,"moderate","t",30,30,2.5,3,5,"Real Bed",TRUE
30.29917,-97.73557,"Private room",75,2,1,100,"moderate","f",9,9,1,1,1,"Real Bed",TRUE
30.38117,-97.95889,"Entire home/apt",318,10,2,100,"super_strict_30","f",7,7,3,3,5,"Real Bed",TRUE
30.23706,-97.75863,"Entire home/apt",250,1,2,97,"moderate","f",6,6,2.5,2,2,"Real Bed",TRUE
30.26108,-97.71967,"Private room",70,1,2,75,"flexible","f",4,4,1,1,0,"Real Bed",TRUE
30.44976,-97.68707,"Private room",42,1,7,96.176,"strict_14_with_grace_period","t",0,0,1,1,1,"Real Bed",FALSE
30.26075,-97.6672,"Private room",100,1,1,100,"flexible","t",13,13,1.5,1,1,"Real Bed",TRUE
30.4046,-97.72488,"Entire home/apt",158,1,3,99,"moderate","t",23,23,1,1,1,"Real Bed",TRUE
30.33057,-97.6755,"Entire home/apt",57,2,2,85,"moderate","f",4,4,2,2,3,"Real Bed",TRUE
30.27572,-97.713,"Private room",30,1,2,94,"flexible","f",8,8,1,2,3,"Real Bed",TRUE
30.25262,-97.74525,"Entire home/apt",99,1,7,100,"strict_14_with_grace_period","f",1,1,1,0,1,"Real Bed",TRUE
30.20026,-97.85138,"Entire home/apt",175,2,2,73,"flexible","f",3,3,2.5,3,3,"Real Bed",TRUE
30.26902,-97.7185,"Entire home/apt",420,8,1,100,"flexible","f",11,11,2,4,9,"Real Bed",TRUE
30.3004,-97.73681,"Entire home/apt",200,2,1,100,"moderate","f",1,1,2,2,2,"Real Bed",TRUE
30.28301,-97.74881,"Private room",59,1,4,97,"moderate","f",13,13,1,1,1,"Real Bed",TRUE
30.2759,-97.71296,"Private room",100,1,1,89,"strict_14_with_grace_period","f",9,9,1,1,1,"Real Bed",TRUE
30.326,-97.68318,"Private room",29,1,1,100,"strict_14_with_grace_period","t",3,3,1,1,1,"Real Bed",TRUE
30.28375,-97.7482,"Private room",250,1,1,96.176,"flexible","f",1,1,2,1,1,"Real Bed",FALSE
30.27859,-97.71817,"Private room",34,1,1,92,"strict_14_with_grace_period","f",35,35,1,1,2,"Real Bed",TRUE
30.2297,-97.76961,"Entire home/apt",120,1,2,91,"moderate","f",11,11,1,1,1,"Real Bed",TRUE
30.35251,-97.99585,"Entire home/apt",283,6,2,100,"super_strict_30","f",2,2,3,3,1,"Real Bed",TRUE
30.26549,-97.72363,"Entire home/apt",500,1,2,100,"flexible","f",2,2,2,3,3,"Real Bed",TRUE
30.35366,-97.99822,"Entire home/apt",204,1,2,100,"strict_14_with_grace_period","f",4,4,4.5,4,5,"Real Bed",TRUE
30.27544,-97.76028,"Entire home/apt",300,4,2,99,"strict_14_with_grace_period","t",36,36,2.5,4,7,"Real Bed",TRUE
30.25573,-97.72442,"Entire home/apt",89,1,1,97,"moderate","t",54,54,1,1,1,"Real Bed",TRUE
30.27666,-97.75951,"Entire home/apt",175,4,2,97,"strict_14_with_grace_period","t",38,38,4,7,10,"Real Bed",TRUE
30.39684,-97.72197,"Entire home/apt",79,1,1,96.176,"moderate","f",0,0,1,0,1,"Real Bed",FALSE
30.24829,-97.78021,"Entire home/apt",64,1,2,90,"moderate","f",2,2,1,1,1,"Real Bed",TRUE
30.44968,-97.68576,"Private room",33,1,3,100,"strict_14_with_grace_period","t",5,5,1,1,1,"Real Bed",TRUE
30.29259,-97.72526,"Entire home/apt",85,2,1,100,"flexible","f",9,9,1,1,2,"Real Bed",TRUE
30.38428,-97.69983,"Entire home/apt",100,4,2,92,"flexible","f",5,5,1,2,3,"Real Bed",TRUE
30.26587,-97.74113,"Entire home/apt",210,4,2,92,"strict_14_with_grace_period","t",26,26,2,3,6,"Real Bed",TRUE
30.44899,-97.75596,"Entire home/apt",407,1,3,100,"strict_14_with_grace_period","f",7,7,3,3,4,"Real Bed",TRUE
30.29987,-97.84165,"Entire home/apt",375,1,2,99,"moderate","t",19,19,3.5,4,4,"Real Bed",TRUE
30.15927,-97.7332,"Private room",20,2,1,96,"strict_14_with_grace_period","t",81,81,1.5,1,1,"Real Bed",TRUE
30.24302,-97.77278,"Entire home/apt",200,6,2,100,"moderate","f",9,9,2,3,4,"Real Bed",TRUE
30.27199,-97.80907,"Private room",69,1,1,97,"moderate","f",15,15,1,0,1,"Real Bed",TRUE
30.23867,-97.75944,"Private room",100,1,1,100,"flexible","f",1,1,1,1,1,"Real Bed",TRUE
30.24725,-97.82766,"Private room",75,1,1,100,"moderate","t",17,17,1,1,1,"Real Bed",TRUE
30.28564,-97.69523,"Private room",100,1,2,98,"moderate","t",12,12,1,1,1,"Real Bed",TRUE
30.18734,-97.78487,"Private room",29,1,1,100,"flexible","f",1,1,1,1,1,"Real Bed",TRUE
30.21775,-97.78019,"Private room",77,1,2,100,"moderate","t",14,14,1,1,1,"Real Bed",TRUE
30.29105,-97.74975,"Entire home/apt",160,10,2,94,"moderate","t",23,23,2,2,4,"Real Bed",TRUE
30.20732,-97.81849,"Entire home/apt",119,1,2,99,"moderate","f",21,21,1,1,1,"Real Bed",TRUE
30.40507,-97.71387,"Entire home/apt",122,4,2,94,"strict_14_with_grace_period","f",23,23,2,2,3,"Real Bed",TRUE
30.40568,-97.71447,"Entire home/apt",104,2,2,88,"strict_14_with_grace_period","f",22,22,1,1,2,"Real Bed",TRUE
30.40502,-97.71305,"Entire home/apt",117,4,2,82,"strict_14_with_grace_period","f",13,13,1,2,3,"Real Bed",TRUE
30.4058,-97.71266,"Entire home/apt",111,4,2,88,"strict_14_with_grace_period","f",10,10,2,2,3,"Real Bed",TRUE
30.40442,-97.71306,"Entire home/apt",115,4,2,80,"strict_14_with_grace_period","f",12,12,2,2,3,"Real Bed",TRUE
30.40422,-97.71275,"Entire home/apt",104,4,2,82,"strict_14_with_grace_period","f",12,12,2,2,3,"Real Bed",TRUE
30.40543,-97.71293,"Entire home/apt",122,4,2,93,"strict_14_with_grace_period","f",15,15,2,2,3,"Real Bed",TRUE
30.40357,-97.71383,"Entire home/apt",181,4,2,93,"strict_14_with_grace_period","f",12,12,2,2,3,"Real Bed",TRUE
30.40346,-97.71259,"Entire home/apt",117,4,2,100,"strict_14_with_grace_period","f",5,5,2,2,3,"Real Bed",TRUE
30.40382,-97.71281,"Entire home/apt",121,4,2,93,"strict_14_with_grace_period","f",9,9,2,2,3,"Real Bed",TRUE
30.40495,-97.71469,"Entire home/apt",130,2,2,94,"strict_14_with_grace_period","f",18,18,1,1,2,"Real Bed",TRUE
30.40421,-97.7141,"Entire home/apt",207,6,2,96,"strict_14_with_grace_period","f",11,11,2,3,4,"Real Bed",TRUE
30.15273,-97.74554,"Private room",180,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.25545,-97.73524,"Entire home/apt",250,1,2,100,"strict_14_with_grace_period","t",28,28,2.5,3,3,"Real Bed",TRUE
30.28981,-97.73465,"Entire home/apt",99,2,1,90,"moderate","t",2,2,1,1,1,"Real Bed",TRUE
30.25262,-97.74814,"Entire home/apt",137,2,2,88,"strict_14_with_grace_period","f",20,20,1,1,2,"Real Bed",TRUE
30.25057,-97.748,"Entire home/apt",131,2,2,90,"strict_14_with_grace_period","f",23,23,1,1,2,"Real Bed",TRUE
30.25201,-97.74942,"Entire home/apt",134,2,2,88,"strict_14_with_grace_period","f",8,8,1,1,2,"Real Bed",TRUE
30.25102,-97.74832,"Entire home/apt",135,2,2,99,"strict_14_with_grace_period","f",16,16,1,1,2,"Real Bed",TRUE
30.25241,-97.74832,"Entire home/apt",129,2,2,91,"strict_14_with_grace_period","f",15,15,1,1,2,"Real Bed",TRUE
30.27242,-97.74781,"Entire home/apt",192,1,2,100,"strict_14_with_grace_period","f",3,3,1,0,2,"Real Bed",TRUE
30.30476,-97.73119,"Private room",100,2,2,96,"moderate","f",21,21,2,1,1,"Real Bed",TRUE
30.15879,-97.73219,"Private room",20,2,1,95,"strict_14_with_grace_period","t",55,55,1.5,1,1,"Real Bed",TRUE
